,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
1882,27-02-2022,Australia,Database,Direct Sales,Consumer,7370.0,8,1381.0,No,2022-02-27,1,February,5989.0
1883,28-02-2022,North America,CRM,Direct Sales,Business,6894.0,8,1446.0,Yes,2022-02-28,1,February,5448.0
1884,01-03-2022,North America,ERP,Direct Sales,Consumer,3249.0,3,1574.0,No,2022-03-01,1,March,1675.0
1885,02-03-2022,North America,Database,Online,Business,1850.0,10,1484.0,No,2022-03-02,1,March,366.0
1886,03-03-2022,North America,Antivirus,Direct Sales,Business,1114.0,13,1773.0,No,2022-03-03,1,March,-659.0
1887,04-03-2022,Asia,Database,Direct Sales,Consumer,7399.0,9,943.0,Yes,2022-03-04,1,March,6456.0
1888,05-03-2022,South America,ERP,Direct Sales,Business,4559.0,6,1462.0,Yes,2022-03-05,1,March,3097.0
1889,06-03-2022,Europe,ERP,Online,Business,3303.0,15,577.0,Yes,2022-03-06,1,March,2726.0
1890,07-03-2022,Asia,Antivirus,Direct Sales,Business,8581.0,16,1220.0,No,2022-03-07,1,March,7361.0
1891,08-03-2022,Asia,Database,Direct Sales,Business,5977.0,5,902.0,Yes,2022-03-08,1,March,5075.0
1892,09-03-2022,Europe,Database,Online,Consumer,5228.0,13,1071.0,Yes,2022-03-09,1,March,4157.0
1893,10-03-2022,Europe,Antivirus,Partner,Business,7459.0,19,1032.0,Yes,2022-03-10,1,March,6427.0
1894,11-03-2022,North America,Database,Direct Sales,Consumer,8174.0,2,591.0,Yes,2022-03-11,1,March,7583.0
1895,12-03-2022,Asia,Antivirus,Partner,Business,6892.0,6,1200.0,Yes,2022-03-12,1,March,5692.0
1896,13-03-2022,Australia,CRM,Direct Sales,Consumer,4456.0,1,1992.0,Yes,2022-03-13,1,March,2464.0
1897,14-03-2022,Europe,ERP,Online,Consumer,3855.0,15,948.0,No,2022-03-14,1,March,2907.0
1898,15-03-2022,Europe,CRM,Partner,Consumer,7739.0,15,1604.0,Yes,2022-03-15,1,March,6135.0
1899,16-03-2022,South America,DevTools,Partner,Business,5227.0,14,1322.0,No,2022-03-16,1,March,3905.0
1900,17-03-2022,Australia,DevTools,Partner,Consumer,7073.0,7,988.0,Yes,2022-03-17,1,March,6085.0
1901,18-03-2022,Australia,DevTools,Partner,Consumer,8915.0,5,634.0,No,2022-03-18,1,March,8281.0
1902,19-03-2022,Europe,Antivirus,Direct Sales,Business,9167.0,16,824.0,No,2022-03-19,1,March,8343.0
1903,20-03-2022,North America,Database,Direct Sales,Consumer,2849.0,17,1673.0,No,2022-03-20,1,March,1176.0
1904,21-03-2022,South America,CRM,Partner,Business,1960.0,11,919.0,Yes,2022-03-21,1,March,1041.0
1905,22-03-2022,Australia,CRM,Direct Sales,Business,2687.0,15,716.0,Yes,2022-03-22,1,March,1971.0
1906,23-03-2022,Europe,CRM,Partner,Consumer,7539.0,16,997.0,No,2022-03-23,1,March,6542.0
1907,24-03-2022,Australia,CRM,Partner,Business,3764.0,3,1376.0,No,2022-03-24,1,March,2388.0
1908,25-03-2022,South America,DevTools,Online,Business,1817.0,6,1555.0,Yes,2022-03-25,1,March,262.0
1909,26-03-2022,South America,CRM,Partner,Business,1074.0,13,1081.0,Yes,2022-03-26,1,March,-7.0
1910,27-03-2022,Asia,Database,Direct Sales,Consumer,3340.0,1,1247.0,Yes,2022-03-27,1,March,2093.0
1911,28-03-2022,Europe,DevTools,Partner,Business,1448.0,14,1182.0,No,2022-03-28,1,March,266.0
1912,29-03-2022,South America,CRM,Online,Business,1648.0,2,514.0,No,2022-03-29,1,March,1134.0
1913,30-03-2022,Asia,Antivirus,Direct Sales,Business,6870.0,2,1093.0,No,2022-03-30,1,March,5777.0
1914,31-03-2022,Asia,ERP,Online,Consumer,295.0,15,1381.0,No,2022-03-31,1,March,-1086.0
1915,01-04-2022,Australia,ERP,Online,Business,1264.0,18,1355.0,No,2022-04-01,2,April,-91.0
1916,02-04-2022,Australia,ERP,Partner,Consumer,8459.0,9,1625.0,Yes,2022-04-02,2,April,6834.0
1917,03-04-2022,Asia,DevTools,Online,Business,8465.0,3,1506.0,No,2022-04-03,2,April,6959.0
1918,04-04-2022,Australia,CRM,Online,Consumer,3360.0,4,915.0,No,2022-04-04,2,April,2445.0
1919,05-04-2022,South America,DevTools,Direct Sales,Consumer,971.0,15,883.0,Yes,2022-04-05,2,April,88.0
1920,06-04-2022,North America,Database,Online,Consumer,7079.0,5,1196.0,Yes,2022-04-06,2,April,5883.0
1921,07-04-2022,South America,Antivirus,Partner,Business,3665.0,5,1599.0,Yes,2022-04-07,2,April,2066.0
1922,08-04-2022,Asia,Antivirus,Partner,Business,550.0,10,641.0,No,2022-04-08,2,April,-91.0
1923,09-04-2022,Asia,ERP,Partner,Business,1662.0,16,1922.0,Yes,2022-04-09,2,April,-260.0
1924,10-04-2022,South America,ERP,Online,Consumer,1458.0,12,1315.0,No,2022-04-10,2,April,143.0
1925,11-04-2022,Australia,ERP,Direct Sales,Business,5932.0,14,960.0,Yes,2022-04-11,2,April,4972.0
1926,12-04-2022,Australia,CRM,Partner,Business,8991.0,11,1540.0,No,2022-04-12,2,April,7451.0
1927,13-04-2022,Asia,Database,Online,Consumer,7951.0,19,567.0,No,2022-04-13,2,April,7384.0
1928,14-04-2022,Europe,Database,Partner,Business,5511.0,6,1227.0,Yes,2022-04-14,2,April,4284.0
1929,15-04-2022,Australia,Database,Partner,Business,4279.0,10,1229.0,No,2022-04-15,2,April,3050.0
1930,16-04-2022,South America,Database,Direct Sales,Consumer,6225.0,3,743.0,Yes,2022-04-16,2,April,5482.0
1931,17-04-2022,Australia,ERP,Partner,Consumer,4494.0,15,1756.0,No,2022-04-17,2,April,2738.0
1932,18-04-2022,South America,Antivirus,Direct Sales,Business,2536.0,11,1695.0,No,2022-04-18,2,April,841.0
1933,19-04-2022,Asia,ERP,Online,Consumer,6824.0,2,729.0,No,2022-04-19,2,April,6095.0
1934,20-04-2022,Australia,Database,Partner,Business,8745.0,6,1046.0,Yes,2022-04-20,2,April,7699.0
1935,21-04-2022,South America,ERP,Online,Business,3791.0,17,651.0,No,2022-04-21,2,April,3140.0
1936,22-04-2022,Asia,Database,Online,Business,8431.0,18,1773.0,Yes,2022-04-22,2,April,6658.0
1937,23-04-2022,Europe,DevTools,Online,Business,4368.0,4,985.0,No,2022-04-23,2,April,3383.0
1938,24-04-2022,South America,Antivirus,Partner,Business,4073.0,9,1159.0,No,2022-04-24,2,April,2914.0
1939,25-04-2022,Europe,DevTools,Direct Sales,Consumer,380.0,10,986.0,Yes,2022-04-25,2,April,-606.0
1940,26-04-2022,Europe,CRM,Partner,Consumer,6983.0,2,965.0,Yes,2022-04-26,2,April,6018.0
1941,27-04-2022,North America,ERP,Online,Business,8094.0,11,1621.0,No,2022-04-27,2,April,6473.0
1942,28-04-2022,Australia,CRM,Direct Sales,Consumer,6669.0,11,1621.0,No,2022-04-28,2,April,5048.0
1943,29-04-2022,South America,ERP,Online,Consumer,1598.0,11,1277.0,No,2022-04-29,2,April,321.0
1944,30-04-2022,Europe,DevTools,Direct Sales,Business,1123.0,1,1486.0,No,2022-04-30,2,April,-363.0
1945,01-05-2022,North America,Database,Partner,Consumer,5771.0,14,1267.0,No,2022-05-01,2,May,4504.0
1946,02-05-2022,Asia,Database,Direct Sales,Consumer,4075.0,1,543.0,No,2022-05-02,2,May,3532.0
1947,03-05-2022,South America,ERP,Partner,Business,4348.0,9,599.0,Yes,2022-05-03,2,May,3749.0
1948,04-05-2022,Europe,Database,Online,Business,9681.0,1,1076.0,No,2022-05-04,2,May,8605.0
1949,05-05-2022,Australia,DevTools,Direct Sales,Business,7267.0,4,1625.0,Yes,2022-05-05,2,May,5642.0
1950,06-05-2022,North America,Database,Online,Business,4177.0,1,1870.0,No,2022-05-06,2,May,2307.0
1951,07-05-2022,Europe,DevTools,Direct Sales,Business,289.0,19,545.0,No,2022-05-07,2,May,-256.0
1952,08-05-2022,Australia,CRM,Partner,Business,438.0,10,1052.0,Yes,2022-05-08,2,May,-614.0
1953,09-05-2022,Europe,DevTools,Direct Sales,Business,6880.0,15,836.0,No,2022-05-09,2,May,6044.0
1954,10-05-2022,South America,Antivirus,Direct Sales,Consumer,8394.0,4,1723.0,No,2022-05-10,2,May,6671.0
1955,11-05-2022,South America,Antivirus,Partner,Business,7106.0,14,1769.0,Yes,2022-05-11,2,May,5337.0
1956,12-05-2022,South America,Antivirus,Partner,Consumer,4118.0,5,810.0,No,2022-05-12,2,May,3308.0
1957,13-05-2022,North America,ERP,Partner,Consumer,408.0,15,1566.0,Yes,2022-05-13,2,May,-1158.0
1958,14-05-2022,South America,ERP,Direct Sales,Business,9677.0,15,1598.0,No,2022-05-14,2,May,8079.0
1959,15-05-2022,Australia,ERP,Online,Consumer,9865.0,16,766.0,No,2022-05-15,2,May,9099.0
1960,16-05-2022,Europe,DevTools,Direct Sales,Consumer,5539.0,16,1151.0,Yes,2022-05-16,2,May,4388.0
1961,17-05-2022,Asia,ERP,Direct Sales,Consumer,800.0,4,1431.0,Yes,2022-05-17,2,May,-631.0
1962,18-05-2022,Australia,CRM,Online,Business,5456.0,9,539.0,No,2022-05-18,2,May,4917.0
1963,19-05-2022,Australia,Antivirus,Partner,Consumer,8934.0,1,1107.0,Yes,2022-05-19,2,May,7827.0
1964,20-05-2022,South America,DevTools,Direct Sales,Consumer,6832.0,5,732.0,Yes,2022-05-20,2,May,6100.0
1965,21-05-2022,North America,Antivirus,Online,Business,7228.0,9,1313.0,Yes,2022-05-21,2,May,5915.0
1966,22-05-2022,Europe,ERP,Partner,Consumer,941.0,5,1764.0,No,2022-05-22,2,May,-823.0
1967,23-05-2022,North America,DevTools,Partner,Consumer,1154.0,4,1287.0,Yes,2022-05-23,2,May,-133.0
1968,24-05-2022,Europe,Database,Direct Sales,Consumer,1361.0,16,554.0,Yes,2022-05-24,2,May,807.0
1969,25-05-2022,Europe,CRM,Partner,Consumer,9053.0,2,544.0,Yes,2022-05-25,2,May,8509.0
1970,26-05-2022,North America,ERP,Partner,Consumer,5306.0,16,1408.0,Yes,2022-05-26,2,May,3898.0
1971,27-05-2022,Australia,ERP,Online,Business,7937.0,18,992.0,Yes,2022-05-27,2,May,6945.0
1972,28-05-2022,Europe,CRM,Online,Consumer,1241.0,2,1359.0,No,2022-05-28,2,May,-118.0
1973,29-05-2022,North America,CRM,Partner,Business,9284.0,16,745.0,No,2022-05-29,2,May,8539.0
1974,30-05-2022,Europe,Database,Online,Consumer,8229.0,1,1665.0,No,2022-05-30,2,May,6564.0
1975,31-05-2022,Asia,ERP,Partner,Business,2325.0,16,1791.0,No,2022-05-31,2,May,534.0
1976,01-06-2022,Australia,ERP,Direct Sales,Business,8754.0,3,1834.0,No,2022-06-01,2,June,6920.0
1977,02-06-2022,South America,Antivirus,Online,Business,2708.0,15,956.0,Yes,2022-06-02,2,June,1752.0
1978,03-06-2022,Europe,DevTools,Partner,Consumer,2133.0,11,1491.0,Yes,2022-06-03,2,June,642.0
1979,04-06-2022,Asia,DevTools,Partner,Consumer,2716.0,10,919.0,No,2022-06-04,2,June,1797.0
1980,05-06-2022,South America,Antivirus,Online,Consumer,9109.0,17,1644.0,Yes,2022-06-05,2,June,7465.0
1981,06-06-2022,South America,DevTools,Online,Consumer,9164.0,4,681.0,Yes,2022-06-06,2,June,8483.0
1982,07-06-2022,Europe,CRM,Direct Sales,Consumer,3357.0,17,1644.0,Yes,2022-06-07,2,June,1713.0
1983,08-06-2022,North America,DevTools,Partner,Business,7084.0,4,1160.0,No,2022-06-08,2,June,5924.0
1984,09-06-2022,Europe,DevTools,Direct Sales,Business,6790.0,19,1783.0,Yes,2022-06-09,2,June,5007.0
1985,10-06-2022,Asia,Antivirus,Direct Sales,Business,8085.0,1,1608.0,Yes,2022-06-10,2,June,6477.0
1986,11-06-2022,South America,Database,Direct Sales,Consumer,3035.0,14,1065.0,No,2022-06-11,2,June,1970.0
1987,12-06-2022,Europe,DevTools,Online,Consumer,5150.0,11,1855.0,No,2022-06-12,2,June,3295.0
1988,13-06-2022,North America,DevTools,Direct Sales,Business,6710.0,7,925.0,Yes,2022-06-13,2,June,5785.0
1989,14-06-2022,Europe,Database,Online,Consumer,360.0,17,1950.0,Yes,2022-06-14,2,June,-1590.0
1990,15-06-2022,Australia,Antivirus,Online,Consumer,3830.0,4,1651.0,No,2022-06-15,2,June,2179.0
1991,16-06-2022,North America,Database,Direct Sales,Business,6989.0,10,1986.0,No,2022-06-16,2,June,5003.0
1992,17-06-2022,Asia,Antivirus,Direct Sales,Business,2601.0,17,581.0,Yes,2022-06-17,2,June,2020.0
1993,18-06-2022,South America,CRM,Partner,Consumer,9581.0,4,911.0,Yes,2022-06-18,2,June,8670.0
1994,19-06-2022,Europe,Antivirus,Direct Sales,Consumer,399.0,19,1612.0,No,2022-06-19,2,June,-1213.0
1995,20-06-2022,North America,CRM,Partner,Business,9585.0,18,1883.0,Yes,2022-06-20,2,June,7702.0
1996,21-06-2022,Australia,CRM,Direct Sales,Consumer,2246.0,17,543.0,No,2022-06-21,2,June,1703.0
1997,22-06-2022,North America,Antivirus,Direct Sales,Business,583.0,6,500.0,No,2022-06-22,2,June,83.0
1998,23-06-2022,Australia,ERP,Direct Sales,Business,2995.0,7,884.0,No,2022-06-23,2,June,2111.0
1999,24-06-2022,Asia,Antivirus,Direct Sales,Business,7884.0,6,1779.0,Yes,2022-06-24,2,June,6105.0
2000,25-06-2022,South America,DevTools,Partner,Consumer,7549.0,12,1651.0,Yes,2022-06-25,2,June,5898.0
2001,26-06-2022,Asia,DevTools,Partner,Business,2168.0,9,1010.0,No,2022-06-26,2,June,1158.0
2002,27-06-2022,Europe,ERP,Direct Sales,Business,2048.0,18,503.0,No,2022-06-27,2,June,1545.0
2003,28-06-2022,North America,CRM,Direct Sales,Consumer,6462.0,2,1332.0,No,2022-06-28,2,June,5130.0
2004,29-06-2022,Australia,ERP,Partner,Business,4635.0,17,857.0,No,2022-06-29,2,June,3778.0
2005,30-06-2022,Australia,DevTools,Online,Consumer,7944.0,1,1618.0,Yes,2022-06-30,2,June,6326.0
2006,01-07-2022,North America,ERP,Online,Consumer,339.0,9,1170.0,No,2022-07-01,3,July,-831.0
2007,02-07-2022,North America,Antivirus,Online,Consumer,6143.0,6,1518.0,No,2022-07-02,3,July,4625.0
2008,03-07-2022,Europe,ERP,Partner,Business,7334.0,2,1778.0,No,2022-07-03,3,July,5556.0
2009,04-07-2022,Asia,CRM,Partner,Business,9935.0,6,1304.0,Yes,2022-07-04,3,July,8631.0
2010,05-07-2022,Australia,Antivirus,Online,Consumer,6820.0,9,1004.0,No,2022-07-05,3,July,5816.0
2011,06-07-2022,Europe,Database,Online,Consumer,2395.0,3,1654.0,No,2022-07-06,3,July,741.0
2012,07-07-2022,Asia,DevTools,Direct Sales,Consumer,1171.0,16,898.0,No,2022-07-07,3,July,273.0
2013,08-07-2022,Europe,DevTools,Partner,Business,6445.0,15,1837.0,No,2022-07-08,3,July,4608.0
2014,09-07-2022,Australia,ERP,Partner,Consumer,5280.0,12,607.0,No,2022-07-09,3,July,4673.0
2015,10-07-2022,North America,Antivirus,Online,Consumer,9002.0,8,1753.0,Yes,2022-07-10,3,July,7249.0
2016,11-07-2022,North America,Database,Online,Consumer,7293.0,6,637.0,Yes,2022-07-11,3,July,6656.0
2017,12-07-2022,Asia,Antivirus,Partner,Business,5146.0,3,584.0,Yes,2022-07-12,3,July,4562.0
2018,13-07-2022,South America,DevTools,Direct Sales,Consumer,4096.0,4,1045.0,No,2022-07-13,3,July,3051.0
2019,14-07-2022,Asia,Antivirus,Online,Business,4103.0,10,1935.0,No,2022-07-14,3,July,2168.0
2020,15-07-2022,South America,Database,Partner,Business,2340.0,14,1975.0,Yes,2022-07-15,3,July,365.0
2021,16-07-2022,Europe,ERP,Partner,Consumer,272.0,15,803.0,No,2022-07-16,3,July,-531.0
2022,17-07-2022,Europe,CRM,Direct Sales,Consumer,5792.0,7,723.0,Yes,2022-07-17,3,July,5069.0
2023,18-07-2022,Australia,Antivirus,Direct Sales,Consumer,2203.0,7,1029.0,No,2022-07-18,3,July,1174.0
2024,19-07-2022,South America,CRM,Online,Business,2162.0,8,1006.0,Yes,2022-07-19,3,July,1156.0
2025,20-07-2022,Australia,DevTools,Online,Business,1341.0,10,1639.0,Yes,2022-07-20,3,July,-298.0
2026,21-07-2022,North America,ERP,Online,Business,1977.0,19,1166.0,No,2022-07-21,3,July,811.0
2027,22-07-2022,South America,ERP,Partner,Consumer,415.0,19,1670.0,No,2022-07-22,3,July,-1255.0
2028,23-07-2022,Asia,Antivirus,Online,Business,6775.0,2,1623.0,Yes,2022-07-23,3,July,5152.0
2029,24-07-2022,North America,ERP,Partner,Consumer,4074.0,15,1367.0,Yes,2022-07-24,3,July,2707.0
2030,25-07-2022,North America,Antivirus,Online,Consumer,5659.0,1,1750.0,No,2022-07-25,3,July,3909.0
2031,26-07-2022,Asia,Antivirus,Direct Sales,Consumer,6406.0,10,793.0,Yes,2022-07-26,3,July,5613.0
2032,27-07-2022,North America,CRM,Direct Sales,Business,9728.0,6,743.0,No,2022-07-27,3,July,8985.0
2033,28-07-2022,South America,ERP,Partner,Business,776.0,13,1626.0,Yes,2022-07-28,3,July,-850.0
2034,29-07-2022,Australia,Antivirus,Direct Sales,Business,4237.0,10,867.0,No,2022-07-29,3,July,3370.0
2035,30-07-2022,North America,CRM,Partner,Consumer,2534.0,12,504.0,No,2022-07-30,3,July,2030.0
2036,31-07-2022,South America,Database,Partner,Business,4819.0,6,1868.0,No,2022-07-31,3,July,2951.0
2037,01-08-2022,Europe,CRM,Direct Sales,Business,9213.0,6,1434.0,Yes,2022-08-01,3,August,7779.0
2038,02-08-2022,South America,CRM,Partner,Consumer,7267.0,1,1167.0,No,2022-08-02,3,August,6100.0
2039,03-08-2022,Australia,Antivirus,Direct Sales,Consumer,6653.0,12,1589.0,No,2022-08-03,3,August,5064.0
2040,04-08-2022,South America,DevTools,Online,Business,4468.0,10,1000.0,No,2022-08-04,3,August,3468.0
2041,05-08-2022,Asia,DevTools,Online,Consumer,6744.0,14,1930.0,Yes,2022-08-05,3,August,4814.0
2042,06-08-2022,Australia,DevTools,Direct Sales,Business,421.0,15,603.0,No,2022-08-06,3,August,-182.0
2043,07-08-2022,Europe,CRM,Direct Sales,Consumer,5904.0,4,1461.0,No,2022-08-07,3,August,4443.0
2044,08-08-2022,Asia,Antivirus,Direct Sales,Consumer,5582.0,1,1666.0,No,2022-08-08,3,August,3916.0
2045,09-08-2022,South America,ERP,Direct Sales,Business,3532.0,8,1204.0,No,2022-08-09,3,August,2328.0
2046,10-08-2022,Australia,CRM,Online,Consumer,2095.0,3,1632.0,No,2022-08-10,3,August,463.0
2047,11-08-2022,Europe,CRM,Partner,Consumer,8095.0,14,1890.0,Yes,2022-08-11,3,August,6205.0
2048,12-08-2022,Asia,Antivirus,Partner,Consumer,633.0,17,1616.0,No,2022-08-12,3,August,-983.0
2049,13-08-2022,Europe,Database,Online,Business,790.0,2,964.0,No,2022-08-13,3,August,-174.0
2050,14-08-2022,South America,CRM,Partner,Consumer,4461.0,15,1343.0,Yes,2022-08-14,3,August,3118.0
2051,15-08-2022,Europe,Database,Online,Consumer,2600.0,6,1867.0,Yes,2022-08-15,3,August,733.0
2052,16-08-2022,North America,Database,Partner,Business,7480.0,5,1174.0,Yes,2022-08-16,3,August,6306.0
2053,17-08-2022,Asia,DevTools,Direct Sales,Business,6378.0,14,1523.0,Yes,2022-08-17,3,August,4855.0
2054,18-08-2022,Europe,Antivirus,Direct Sales,Consumer,7748.0,19,1198.0,No,2022-08-18,3,August,6550.0
2055,19-08-2022,South America,Database,Direct Sales,Consumer,3314.0,9,682.0,Yes,2022-08-19,3,August,2632.0
2056,20-08-2022,South America,Antivirus,Online,Consumer,7431.0,8,588.0,No,2022-08-20,3,August,6843.0
2057,21-08-2022,Europe,DevTools,Online,Business,8637.0,3,1928.0,Yes,2022-08-21,3,August,6709.0
2058,22-08-2022,South America,Antivirus,Partner,Consumer,3518.0,18,1419.0,Yes,2022-08-22,3,August,2099.0
2059,23-08-2022,Australia,CRM,Partner,Business,3465.0,8,656.0,No,2022-08-23,3,August,2809.0
2060,24-08-2022,Australia,Database,Partner,Business,9010.0,16,1786.0,Yes,2022-08-24,3,August,7224.0
2061,25-08-2022,Australia,Antivirus,Online,Consumer,593.0,15,1284.0,Yes,2022-08-25,3,August,-691.0
2062,26-08-2022,North America,ERP,Partner,Consumer,3567.0,15,1658.0,No,2022-08-26,3,August,1909.0
2063,27-08-2022,Europe,Antivirus,Direct Sales,Business,1275.0,16,690.0,Yes,2022-08-27,3,August,585.0
2064,28-08-2022,North America,Database,Partner,Consumer,387.0,1,1860.0,Yes,2022-08-28,3,August,-1473.0
2065,29-08-2022,South America,DevTools,Direct Sales,Consumer,1217.0,10,1386.0,Yes,2022-08-29,3,August,-169.0
2066,30-08-2022,North America,DevTools,Online,Business,4369.0,19,1607.0,No,2022-08-30,3,August,2762.0
2067,31-08-2022,South America,Database,Direct Sales,Consumer,6901.0,5,547.0,No,2022-08-31,3,August,6354.0
2068,01-09-2022,South America,CRM,Direct Sales,Business,2964.0,18,973.0,No,2022-09-01,3,September,1991.0
2069,02-09-2022,Asia,CRM,Direct Sales,Consumer,8512.0,3,901.0,No,2022-09-02,3,September,7611.0
2070,03-09-2022,Australia,DevTools,Online,Business,4432.0,4,1924.0,No,2022-09-03,3,September,2508.0
2071,04-09-2022,South America,DevTools,Online,Business,9685.0,4,778.0,Yes,2022-09-04,3,September,8907.0
2072,05-09-2022,Asia,Database,Online,Consumer,9546.0,11,1561.0,No,2022-09-05,3,September,7985.0
2073,06-09-2022,Australia,CRM,Online,Business,7755.0,9,564.0,Yes,2022-09-06,3,September,7191.0
2074,07-09-2022,South America,DevTools,Partner,Business,9331.0,1,797.0,No,2022-09-07,3,September,8534.0
2075,08-09-2022,South America,CRM,Online,Consumer,7100.0,16,1008.0,Yes,2022-09-08,3,September,6092.0
2076,09-09-2022,North America,DevTools,Direct Sales,Consumer,8966.0,9,1692.0,No,2022-09-09,3,September,7274.0
2077,10-09-2022,North America,Antivirus,Online,Consumer,2441.0,11,1685.0,No,2022-09-10,3,September,756.0
2078,11-09-2022,Australia,ERP,Partner,Business,3520.0,6,1929.0,Yes,2022-09-11,3,September,1591.0
2079,12-09-2022,South America,Antivirus,Partner,Business,7554.0,17,1875.0,Yes,2022-09-12,3,September,5679.0
2080,13-09-2022,Europe,DevTools,Partner,Business,4303.0,12,622.0,Yes,2022-09-13,3,September,3681.0
2081,14-09-2022,North America,ERP,Direct Sales,Consumer,8390.0,8,1745.0,Yes,2022-09-14,3,September,6645.0
2082,15-09-2022,Australia,ERP,Online,Business,8789.0,16,1177.0,No,2022-09-15,3,September,7612.0
2083,16-09-2022,South America,DevTools,Online,Business,3067.0,5,1799.0,Yes,2022-09-16,3,September,1268.0
2084,17-09-2022,South America,DevTools,Online,Consumer,8252.0,1,634.0,Yes,2022-09-17,3,September,7618.0
2085,18-09-2022,Europe,CRM,Direct Sales,Business,1627.0,17,1734.0,No,2022-09-18,3,September,-107.0
2086,19-09-2022,Australia,DevTools,Direct Sales,Consumer,3409.0,8,739.0,Yes,2022-09-19,3,September,2670.0
2087,20-09-2022,South America,Database,Partner,Consumer,5228.0,10,1001.0,Yes,2022-09-20,3,September,4227.0
2088,21-09-2022,North America,DevTools,Partner,Consumer,2342.0,18,543.0,Yes,2022-09-21,3,September,1799.0
2089,22-09-2022,Europe,Database,Online,Business,5835.0,15,686.0,No,2022-09-22,3,September,5149.0
2090,23-09-2022,Australia,DevTools,Direct Sales,Business,5829.0,13,1169.0,Yes,2022-09-23,3,September,4660.0
2091,24-09-2022,Europe,CRM,Direct Sales,Business,2148.0,10,1728.0,No,2022-09-24,3,September,420.0
2092,25-09-2022,North America,Database,Online,Consumer,7977.0,9,1661.0,Yes,2022-09-25,3,September,6316.0
2093,26-09-2022,Australia,Antivirus,Online,Consumer,6353.0,13,853.0,No,2022-09-26,3,September,5500.0
2094,27-09-2022,Europe,Database,Partner,Consumer,3246.0,3,728.0,No,2022-09-27,3,September,2518.0
2095,28-09-2022,Asia,CRM,Partner,Business,2399.0,3,1084.0,Yes,2022-09-28,3,September,1315.0
2096,29-09-2022,North America,Database,Partner,Business,8800.0,1,1825.0,Yes,2022-09-29,3,September,6975.0
